,WO ref,PROCESS,PART #,PART DESCRIPT,CUSTOMER,HOURS O/S,OP #,OP DESCRIPT,REQ'D DATE,PERIOD
489,58717/1.01,TURNING,MP/MET3/662-035,662-035 Rev A   THREAD PROTECTOR  (Black Acetal),METROL TECHNOLOGY LIMITED,1.67,20,TURN,2021-04-30,
490,58717/1.01,MILLING,MP/MET3/662-035,662-035 Rev A   THREAD PROTECTOR  (Black Acetal),METROL TECHNOLOGY LIMITED,0.9,30,ENGRAVE,2021-04-30,
491,58717/2.01,TURNING,MP/MET3/738-082,"738-082 REV A   PROTECTOR, THREADED, SEALING, CAP, 32mm OD, M27x1 B (ACETAL RESIN, DELRIN, BLACK)",METROL TECHNOLOGY LIMITED,1.93,20,TURN,2021-04-30,
492,58717/2.01,MILLING,MP/MET3/738-082,"738-082 REV A   PROTECTOR, THREADED, SEALING, CAP, 32mm OD, M27x1 B (ACETAL RESIN, DELRIN, BLACK)",METROL TECHNOLOGY LIMITED,1.68,30,MILL,2021-04-30,
493,58717/3.01,TURNING,MP/MET3/738-031,"738-031 Rev A   PROTECTOR, THREADED, SEALING, CAP, 32mm OD, M20x1.5 B  (Black Acetal)",METROL TECHNOLOGY LIMITED,1.42,20,TURN,2021-04-30,
494,58717/3.01,TURNING,MP/MET3/738-031,"738-031 Rev A   PROTECTOR, THREADED, SEALING, CAP, 32mm OD, M20x1.5 B  (Black Acetal)",METROL TECHNOLOGY LIMITED,0.67,30,TURN,2021-04-30,
495,58717/3.01,TURNING,MP/MET3/738-031,"738-031 Rev A   PROTECTOR, THREADED, SEALING, CAP, 32mm OD, M20x1.5 B  (Black Acetal)",METROL TECHNOLOGY LIMITED,0.75,40,MANUFACTURE OF JIG OR FIXTURE,2021-04-30,
496,58717/3.01,MILLING,MP/MET3/738-031,"738-031 Rev A   PROTECTOR, THREADED, SEALING, CAP, 32mm OD, M20x1.5 B  (Black Acetal)",METROL TECHNOLOGY LIMITED,1.42,50,MILL,2021-04-30,
497,58717/4.01,TURNING,MP/MET3/738-029,"738-029 Rev A   PROTECTOR, SEALING, CAP, 40mm OD  (Black Acetal)",METROL TECHNOLOGY LIMITED,1.68,20,TURN,2021-04-30,
498,58717/4.01,MILLING,MP/MET3/738-029,"738-029 Rev A   PROTECTOR, SEALING, CAP, 40mm OD  (Black Acetal)",METROL TECHNOLOGY LIMITED,1.42,30,MILL,2021-04-30,
499,58717/4.01,MILLING,MP/MET3/738-029,"738-029 Rev A   PROTECTOR, SEALING, CAP, 40mm OD  (Black Acetal)",METROL TECHNOLOGY LIMITED,0.67,40,MILL,2021-04-30,
500,58721/1.01,TURNING,MP/MET3/738-032,"738-032 Rev A   PROTECTOR, THREADED, SEALING, CAP, 32mm OD, 7/8-20 UNEF B  (Black Acetal)",METROL TECHNOLOGY LIMITED,1.63,20,TURN,2021-05-03,
501,58721/1.01,MILLING,MP/MET3/738-032,"738-032 Rev A   PROTECTOR, THREADED, SEALING, CAP, 32mm OD, 7/8-20 UNEF B  (Black Acetal)",METROL TECHNOLOGY LIMITED,1.38,30,MILL,2021-05-03,
502,58721/2.01,TURNING,MP/MET3/702-011,"702-011 Rev A   INSULATOR PLUG, BATTERY PACK POMONA, 14mm OD, 19mm LG  (PEEK GF30)",METROL TECHNOLOGY LIMITED,1.63,20,TURN,2021-05-03,
503,58776/2.01,MILLING,MP/HYD5/059653HYD,"059653HYD REV 0, CLAMP BODY - 6"" BEND STIFFENER (BLACK ACETAL) C/W  SPACER 300mm LONG X 32mm WIDE WITH HOLES
",HYDRASUN LTD,18.0,20,MILL BLOCK & DRILL,2021-05-03,
504,58776/1.01,MILLING,MP/HYD5/059616HYD,"059616HYD REV 0, CLAMP BODY - 8"" BEND STIFFENER (BLACK ACETAL) C/W  SPACER 300mm LONG X 32mm WIDE WITH HOLES
",HYDRASUN LTD,7.0,20,MILL BLOCK & DRILL,2021-05-05,
505,58776/2.01,MILLING,MP/HYD5/059653HYD,"059653HYD REV 0, CLAMP BODY - 6"" BEND STIFFENER (BLACK ACETAL) C/W  SPACER 300mm LONG X 32mm WIDE WITH HOLES
",HYDRASUN LTD,18.0,30,MILL BORE,2021-05-05,
506,58776/3.01,MILLING,MP/HYD5/059654HYD,"059654HYD REV 0, CLAMP BODY - 3"" BEND STIFFENER (BLACK ACETAL) C/W SPACER 300mm LONG X 32mm WIDE WITH HOLES
",HYDRASUN LTD,7.0,20,MILL BLOCK & DRILL,2021-05-05,
507,58776/1.01,MILLING,MP/HYD5/059616HYD,"059616HYD REV 0, CLAMP BODY - 8"" BEND STIFFENER (BLACK ACETAL) C/W  SPACER 300mm LONG X 32mm WIDE WITH HOLES
",HYDRASUN LTD,7.0,30,MILL BORE,2021-05-06,
508,58776/3.01,MILLING,MP/HYD5/059654HYD,"059654HYD REV 0, CLAMP BODY - 3"" BEND STIFFENER (BLACK ACETAL) C/W SPACER 300mm LONG X 32mm WIDE WITH HOLES
",HYDRASUN LTD,7.0,30,MILL BORE,2021-05-06,
509,58776/1.01,MILLING,MP/HYD5/059616HYD,"059616HYD REV 0, CLAMP BODY - 8"" BEND STIFFENER (BLACK ACETAL) C/W  SPACER 300mm LONG X 32mm WIDE WITH HOLES
",HYDRASUN LTD,7.0,40,MILL TAPER,2021-05-07,
510,58776/2.01,MILLING,MP/HYD5/059653HYD,"059653HYD REV 0, CLAMP BODY - 6"" BEND STIFFENER (BLACK ACETAL) C/W  SPACER 300mm LONG X 32mm WIDE WITH HOLES
",HYDRASUN LTD,18.0,40,MILL TAPER,2021-05-07,
511,58776/3.01,MILLING,MP/HYD5/059654HYD,"059654HYD REV 0, CLAMP BODY - 3"" BEND STIFFENER (BLACK ACETAL) C/W SPACER 300mm LONG X 32mm WIDE WITH HOLES
",HYDRASUN LTD,7.0,40,MILL TAPER,2021-05-07,
512,57078/7.01,MANUAL MACHINING,MP/THA2/LDUK10041218-003,"GLUE DAM FORWARD/REAR, LDUK10041218-003 iss 1 (PORON 4790-92-20081-04P)",THALES UK LIMITED,1.17,20,PUNCH,2021-05-12,
513,57078/7.01,MANUAL MACHINING,MP/THA2/LDUK10041218-003,"GLUE DAM FORWARD/REAR, LDUK10041218-003 iss 1 (PORON 4790-92-20081-04P)",THALES UK LIMITED,1.0,30,BAG AND TAG,2021-05-12,
514,58492/2.01,MILLING,MP/WAL3/01-00113X02,01-00113X02 Rev 00   SSPA SIDE PLATE SPACER (PEEK 30% GLASS FILLED),WALKER PRECISION ENGINEERING Ltd,14.5,20,MILL,2021-06-24,
515,58492/2.01,TURNING,MP/WAL3/01-00113X02,01-00113X02 Rev 00   SSPA SIDE PLATE SPACER (PEEK 30% GLASS FILLED),WALKER PRECISION ENGINEERING Ltd,19.08,30,TURN,2021-06-28,
